PMID,Title,Consumer Wearable Brand(s),Reviewer 1 Initial Decision,Reviewer 2 Initial Decision,Final Consensus Decision
38870519,Association of Smartwatch-Based Heart Rate and Physical Activity With Cardiorespiratory Fitness Measures in the Community:Cohort Study,Apple Watch Series 0 | Apple Watch,Include,Include,Include
38879453,Exploring Health-Related Quality of Life in Children With Hypertrophic Cardiomyopathy and Relationship to Physical Activity,Fitbit Charge HR | Fitbit Charge Activity Tracker,Include,Exclude,Include
38881544,Association between heart rate variability metrics from a smartwatch and self-reported depression and anxiety symptoms: a four-week longitudinal study,Samsung Galaxy Active 2,Include,Include,Include
38892747,"Physical Activity, Bleedings and Quality of Life in Subjects with Haemophilia A without Inhibitors—A Multicenter, Observational Italian Study with a Wearable Device",Fitbit Versa Health and Fitness Smartwatch (2018),Include,Include,Include
38900745,Objective monitoring of loneliness levels using smart devices: A multi-device approach for mental health applications,Oura Ring | Samsung Gear Sport watch | Samsung Active 2 watch,Exclude,Include,Include
38917718,Evaluation of a Digital Tool for Detecting Stress and Craving in SUD Recovery: An Observational Trial of Accuracy and Engagement,Garmin Vivosmart 4,Include,Include,Include
38941600,Longitudinal Assessment of Seasonal Impacts and Depression Associations on Circadian Rhythm Using Multimodal Wearable Sensing: Retrospective Analysis,Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
38946077,Evaluating psychological anxiety in patients receiving radiation therapy using smartwatch,Galaxy Watch Active 2 (Samsung Electronics),Include,Include,Include
38984314,Why do generation X customers use wearable fitness technology equipment after recovering from coronavirus? The role of perceived health risks,Apple Watch,Exclude,Exclude,Exclude
39000952,Inertial Measurement Unit and Heart Rate Monitoring to Assess Cardiovascular Fitness of Manual Wheelchair Users during the Six-Minute Push Test,Garmin Forerunner 735XT wristwatch,Include,Include,Include
39011944,"Wearable Devices, Health Care Use, and Psychological Well-Being in Patients With Atrial Fibrillation",Apple Watch | Fitbit | Kardia Mobile,Exclude,Exclude,Exclude
39018555,"Detection of Common Respiratory Infections, Including COVID-19, Using Consumer Wearable Devices in Health Care Workers: Prospective Model Validation Study",Fitbit Sense | Fitbit Versa 3,Include,Include,Include
39024327,Enhanced blood glucose levels prediction with a smartwatch,Mobvoi TicWatch Pro 2020,Exclude,Exclude,Exclude
39024359,Accuracy of consumer-based activity trackers to measure and coach patients with lower limb lymphoedema,Fitbit Zip | Fitbit Inspire | Fitbit Alta,Include,Include,Include
39030265,Sleep patterns and risk of chronic disease as measured by long-term monitoring with commercial wearable devices in the All of Us Research Program,Fitbit devices,Include,Include,Include
39037970,Pilot study comparing sleep logs to a commercial wearable device in describing the sleep patterns of physicians-in-training,Fitbit Inspire,Include,Include,Include
39038618,The relationship between wearable-derived sleep features and relapse in Major Depressive Disorder,Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
39076432,Exploring Disparities in Healthcare Wearable Use among Cardiovascular Patients: Findings from a National Survey,Fitbit | Apple Watch | Garmin Vivofit,Include,Include,Include
39076857,Ambulatory Smartwatch ECG Monitoring among Patients Undergoing Transcatheter Aortic Valve Replacement Early after Discharge: An Observational Study,Amazfit smartwatch (Anhui Huami Information Technology Co. Ltd.),Exclude,Exclude,Exclude
39081512,Nonlinear Heart Rate Variability Analysis for Sleep Stage Classification Using Integration of Ballistocardiogram and Apple Watch,Apple Watch Series 8,Include,Include,Include
39108015,"Menstrual Cycle Variations in Wearable-detected Finger Temperature and Heart Rate, but not in Sleep Metrics, in Young and Midlife Individuals",Oura ring Gen 2,Include,Include,Include
39110968,Continuous Monitoring of Heart Rate Variability in Free-Living Conditions Using Wearable Sensors: Exploratory Observational Study,Garmin Fenix 6 smartwatch,Include,Include,Include
39123253,"Patient-reported outcomes and daily activity assessed with a digital wearable device in patients with paroxysmal nocturnal hemoglobinuria treated with ravulizumab: REVEAL, a prospective, observational study",Fitbit Charge 3,Include,Include,Include
39134026,Commercially available wearable health monitors in dogs only had a very strong correlation during longer durations of time: a pilot study,FitBark 2 (FitBark 2nd Generation; FitBark),Exclude,Exclude,Exclude
39134787,Biometrics of complete human pregnancy recorded by wearable devices,Oura Ring Gen2,Include,Include,Include
39138096,"Physiological presentation and risk factors of long COVID in the UK using smartphones and wearable devices: a longitudinal, citizen science, case–control study","Fitbit (all models; Google Fitbit, San Francisco, CA, USA)",Include,Include,Include
39167165,Comparing sleep measures in cancer survivors: Self-reported sleep diary versus objective wearable sleep tracker,Fitbit Charge 4,Include,Include,Include
39213262,Comparison of professional and everyday wearable technology at different body positions in terms of recording gait perturbations,Samsung Galaxy A52 smartphone | Starkey Livio AI 2400 hearing aid,Exclude,Exclude,Exclude
39220892,The acceptability of wearable technology for long-term respiratory disease: A cross-sectional survey,Smart watch | Fitbit,Include,Include,Include
39226100,Sleep During the COVID-19 Pandemic: Longitudinal Observational Study Combining Multisensor Data With Questionnaires,Polar Ignite fitness tracker,Include,Include,Include
39226552,Value of Engagement in Digital Health Technology Research: Evidence Across 6 Unique Cohort Studies,Oura smart ring | Garmin smartwatch | Apple smartwatch,Include,Include,Include
39271927,Long-term changes in wearable sensor data in people with and without Long Covid,Fitbit,Include,Include,Include
39275396,Innovative Detection and Segmentation of Mobility Activities in Patients Living with Parkinson’s Disease Using a Single Ankle-Positioned Smartwatch,Apple Watch Series 5,Include,Include,Include
39275502,Advancing mHealth Research in Low-Resource Settings: Young Women’s Insights and Implementation Challenges with Wearable Smartwatch Devices in Uganda,Garmin vívoactive 3 smartwatch,Include,Include,Include
39275509,Sensor-Based Gait and Balance Assessment in Healthy Adults: Analysis of Short-Term Training and Sensor Placement Effects,Participant-owned smartphones running the JTrack Social app,Exclude,Exclude,Exclude
39275547,Wearable Sensor-Based Assessments for Remotely Screening Early-Stage Parkinson’s Disease,Apple Watch Series 4 | Apple Watch Series 5,Include,Include,Include
39279778,Assessing sleep in primary brain tumor patients using smart wearables and patient-reported data: Feasibility and interim analysis of an observational study,Fitbit Charge 3,Include,Include,Include
39297306,"Predicting sleep based on physical activity, light exposure, and Heart rate variability data using wearable devices",Galaxy Watch Active2™ (Samsung) | Galaxy Watch (Samsung),Include,Include,Include
39316795,mHealth Physical Activity and Patient-Reported Outcomes in Patients With Inflammatory Bowel Diseases: Cluster Analysis,Fitbit | Garmin | Jawbone | Under Armour wearable devices,Exclude,Exclude,Exclude
39318690,Artificial intelligence–based electrocardiogram analysis improves atrial arrhythmia detection from a smartwatch electrocardiogram,Apple Watch Series 4,Include,Include,Include
39323688,Evaluating the Correlation between Eyeglass-Type Wearable Device Measurements and Subjective Physical Activity Assessments,JINS MEME,Exclude,Exclude,Exclude
39365646,Evaluation of Machine Learning to Detect Influenza Using Wearable Sensor Data and Patient-Reported Symptoms: Cohort Study,Fitbit (Google LLC),Include,Include,Include
39368154,Short- and medium-term cumulative effects of traffic-related air pollution on resting heart rate in the elderly: A wearable device study,Garmin Vivosmart 4 smartwatch,Include,Include,Include
39383480,Using Biosensor Devices and Ecological Momentary Assessment to Measure Emotion Regulation Processes: Pilot Observational Study With Dialectical Behavior Therapy,Empatica Embrace | Philips Healthband,Exclude,Exclude,Exclude
39386978,Assessment of sleep characteristics using Fitbit Charge 4 in head and neck cancer patients undergoing palliative chemotherapy and radiotherapy: a prospective observational study,Fitbit Charge 4,Include,Include,Include
39394437,Assessment of heart rate measurements by commercial wearable fitness trackers for early identification of metabolic syndrome risk,Fitbit Inspire 2,Include,Include,Include
39436693,Associations of Wearable Activity Tracker Use With Physical Activity and Health Outcomes in Patients With Cancer: Findings from a Population-Based Survey Study,Fitbit | Apple Watch | Garmin Vivofit,Include,Include,Include
39452306,Wearable Activity Trackers and Physical Activity Levels Among Members of the Athens Medical Association in Greece,,Exclude,Exclude,Exclude
39464244,Accuracy enhancement of metabolic index-based blood glucose estimation with a screening process for low-quality data,Samsung Galaxy Watch 4 44 mm (SM-R870),Include,Include,Include
39510931,Using heart rate data from wrist worn activity trackers to define thresholds for moderate to vigorous physical activity in children and young people with cystic fibrosis,Fitbit Alta HR,Include,Include,Include
39545917,Accuracy of Smartwatches for Atrial Fibrillation Detection Over Time Insights From the Basel Wearable Study,Apple Watch 6 | Fitbit Sense | Samsung Galaxy Watch 3 | Withings ScanWatch | AliveCor KardiaMobile,Exclude,Exclude,Exclude
39549594,Heart Rate Variability Wrist-Wearable Biomarkers Identify Adverse Posttraumatic Neuropsychiatric Sequelae after Traumatic Stress Exposure,Verily Study Watch (Google),Exclude,Exclude,Exclude
39557997,Accurately predicting mood episodes in mood disorder patients using wearable sleep and circadian rhythm features,Fitbit Charge HR | Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
39558002,Integrating Genome-wide information and Wearable Device Data to Explore the Link of Anxiety and Antidepressants with Pulse Rate Variability,Fitbit,Include,Include,Include
39559901,Automatic responsiveness testing in epilepsy with wearable technology: The ARTiE Watch,Apple Watch,Include,Include,Include
39572323,Augmenting Prognostication: Utilizing Activity Trackers to Enhance Survival Prediction in Metastatic Non-Small Cell Lung Cancer,Fitbit Alta HR | Fitbit Inspire 2 | Fitbit Inspire HR,Include,Include,Include
39587525,Deep learning model using continuous skin temperature data predicts labor onset,Oura Ring Gen2,Include,Include,Include
39602805,Relationship Between Heart Rate and Perceived Stress in Intensive Care Unit Residents: Exploratory Analysis Using Fitbit Data,Fitbit Charge 3,Include,Include,Include
39626230,Association of Blood Glucose Data With Physiological and Nutritional Data From Dietary Surveys and Wearable Devices: Database Analysis,Empatica E4 | Dexcom G6 continuous glucose monitor,Include,Include,Include
39636488,Can heart rate sequences from wearable devices predict day‑long mental states in higher education students: a signal processing and machine learning case study at a UK university,Apple Watch,Include,Include,Include
39658010,Analysis of Physical Activity Using Wearable Health Technology in US Adults Enrolled in the All of Us Research Program: Multiyear Observational Study,Fitbit (various consumer Fitbit models; specific models not detailed),Include,Exclude,Include
39679925,Predicting Sleep Quality in Family Caregivers of Dementia Patients from Diverse Populations Using Wearable Sensor Data,Garmin Vívosmart 4 smartwatch,Include,Include,Include
39687687,Smartwatch ECG and artificial intelligence in detecting acute coronary syndrome compared to traditional 12-lead ECG,Apple Watch Series 4,Include,Include,Include
39703095,Isolating the role of researcher observation on reactivity to the measurement of physical activity,,Exclude,Exclude,Exclude
39705534,Heart and health behavior responses to GLP-1 receptor agonists: a 12-wk study using wearable technology and causal inference,WHOOP strap 4.0,Include,Include,Include
39713859,Using Self-Reported Training Characteristics to Better Understand Who Is More Likely to Sustain Running-Related Injuries Than Others: The Garmin-RUNSAFE Running Health Study,Garmin GPS wearable device | Garmin watch,Include,Include,Include
39715818,A Novel method for quantifying fluctuations in wearable derived daily cardiovascular parameters across the menstrual cycle,WHOOP Strap (versions 3.0 or 4.0),Include,Include,Include
39722250,Identification of key factors related to digital health observational study adherence and retention by data-driven approaches: an exploratory secondary analysis of two prospective longitudinal studies,,Exclude,Exclude,Exclude
39764207,The current state of wearable device use in Parkinson’s disease: a survey of individuals with Parkinson’s.,Apple Watch | Fitbit | Samsung watch | apollo neuro | kospet,Exclude,Exclude,Exclude
39767391,"Encouraging Continuous Usage of Wearable Activity Trackers: The Interplay of Perceived Severity, Susceptibility and Social Media Influencers",,Exclude,Exclude,Exclude
39796808,Emotion Recognition Using PPG Signals of Smartwatch on Purpose of Threat Detection,Samsung Galaxy Watch 5,Include,Include,Include
39807770,Circadian rhythm of heart rate and activity: A cross-sectional study,Fitbit Charge 5 | Fitbit Sense | Fitbit Inspire 2 | Fitbit Versa 2 | Fitbit Sense 2 | Fitbit Luxe | Fitbit Versa 4 | Fitbit Versa 3 | Fitbit Inspire 3,Include,Include,Include
39830957,Sleep-wake patterns of fencing athletes: a long-term wearable device study,Huawei Band 6,Exclude,Exclude,Exclude
39858988,Relationship Between the Use of Fitness Trackers and Smartwatches for Monitoring Physical Activity and the Sociodemographic Characteristics of Long-Term Care Residents During the COVID-19 Lockdown,,Exclude,Exclude,Exclude
39860902,Monitoring Sleep and Nightly Recovery with Wrist-Worn Wearables: Links to Training Load and Performance Adaptations,Polar Vantage V2,Include,Include,Include
39865623,A mixed-methods investigation of a digital mental health tool to manage posttrauma anger,Garmin Vivofit 4,Include,Include,Include
39869900,Exploring the Psychological and Physiological Insights Through Digital Phenotyping by Analyzing the Discrepancies Between Subjective Insomnia Severity and Activity-Based Objective Sleep Measures: observational cohort Study,Fitbit Inspire 3,Include,Include,Include
39872373,Utility of a Wearable Tracker to Assess Sleep Quality in Nurses and Their Spouses: A Prospective Cohort Study,Fitbit,Include,Include,Include
39891814,Detection of sleep apnea using only inertial measurement unit signals from apple watch: a pilot-study with machine learning approach,"Apple Watch SE (40 mm, version 9.5.2, model A2722)",Include,Include,Include
39892753,"Large-scale digital phenotyping: Identifying depression and anxiety indicators in a general UK population with over 10,000 participants",Fitbit,Include,Include,Include
39903900,Using a Consumer Wearable Activity Monitoring Device to Study Physical Activity and Sleep Among Adolescents in Project Viva: Cohort Study,Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
39906590,A Pilot Study Using a Smartwatch to Search for Biomarkers of Heart Rate Variability in Active Ulcerative Colitis,Fitbit Inspire2™,Include,Include,Include
39914500,"Exploring the Relationship Between Sleep Patterns, Alcohol and Other Substances Consumption in Young Adults: Insights from Wearables and Mobile Surveys in the National Consortium on Alcohol and NeuroDevelopment in Adolescence (NCANDA) Cohort",Fitbit Charge 3 | Fitbit Charge 4,Include,Include,Include
39943497,From Steps to Context: Optimizing Digital Phenotyping for Physical Activity Monitoring in Older Adults by Integrating Wearable Data and Ecological Momentary Assessment,Garmin Vivosmart 5 activity tracker,Include,Include,Include
39946694,Changing User Experience of Wearable Activity Monitors Over 7 Years: Repeat Cross-Sectional Survey Study,Apple | Fitbit | Garmin | Samsung,Include,Include,Include
39954233,Participant-Centered Engagement for Sustained Adherence to Smartwatches: A 12-Month Prospective Decentralized Digital Health Study,Garmin Vivoactive 4 | Garmin Venu 2 Plus,Include,Include,Include
39985029,"Cross‑evaluation of wearable data for use in Parkinson’s disease research: a free‑living observational study on Empatica E4, Fitbit Sense, and Oura",Fitbit Sense | Oura ring,Include,Include,Include
39993288,Effects of Missing Data on Heart Rate Variability Measured From A Smartwatch: Exploratory Observational Study,Garmin Fenix 6 | Garmin Fenix 6s,Include,Include,Include
40001862,Digital Fitness Revolution: User Perspectives on Fitbit’s Role in Health Management,"Fitbit (various models, including Fitbit Charge 4)",Exclude,Include,Include
40038507,Smartwatch- and smartphone-based remote assessment of brain health and detection of mild cognitive impairment,Apple Watch,Include,Include,Include
40053407,Dialysis-Imposed Patterns of Nocturnal Sleep Duration A Multicenter prospective study in Patients Using a Wearable Activity Tracker,Fitbit Charge 2,Include,Include,Include
40060324,Evaluation of health status of truck drivers by vital sign monitoring using wearable devices: a cross-sectional pilot study,"Helpo wearable device (WithUS, Irvine, CA, USA)",Exclude,Exclude,Exclude
40088311,Wearable technology for mobility measurement in orthopedics and traumatology: a comparison of commercially available systems,Apple Watch Series 4 | Fitbit Charge 3,Include,Include,Include
40101170,"Reliability of Average Daily Steps Measured Through a Consumer Smartwatch in Parkinson Disease Phenotypes, Stages, and Severities: cross-sectional study",Garmin Vivosmart 4,Include,Include,Include
40102642,Wearable data reveals distinct characteristics of individuals with persistent symptoms after a SARS-CoV-2 infection,Apple Watch | Garmin,Include,Include,Include
40103647,Criterion validity of a newly developed Apple Watch app (‘MVPA’) compared to the native Apple Watch ‘activity’ app for measuring criterion moderate intensity physical activity,Apple Watch Series 5,Include,Include,Include
40140698,Wearable-derived short sleep duration is associated with higher C-reactive protein in a placebo-controlled vaccine trial among young adults,Oura ring (Generation 2),Include,Include,Include
40147048,"Insights into maternal sleep: a large-scale longitudinal analysis of real-world wearable device data before, during, and after pregnancy",Fitbit wearable devices,Include,Include,Include
40148870,A 10-week remote monitoring study of sleep features and their variability in individuals with and without ADHD,Fitbit Charge 3,Include,Include,Include
40156587,Daily Heart Rate per Step: A Wearables Metric Associated With Cardiovascular Disease in a cross-sectional study of the All of Us Research Program,Fitbit,Include,Include,Include
40156904,"Fitbit-Measured Sleep Duration in Young Adolescents is Associated with Functional Connectivity in Attentional, Executive Control, Memory, and Sensory Networks",Fitbit Charge 2,Include,Include,Include
40180404,Sensor-triggered ecological momentary assessment in physical activity and sedentary behaviour research among Belgian community-dwelling elderly: lessons learnt from intensive longitudinal studies,Fitbit Ionic | Fitbit Inspire 2,Include,Include,Include
40184182,"Changes in Physical Activity, Heart Rate, and Sleep Measured by Activity Trackers During the COVID-19 Pandemic Across 34 Countries: Retrospective Analysis",Withings Steel HR activity tracker,Include,Include,Include
40197719,Leveraging Accelerometry and Heart Rate Data from Consumer Wearables to Predict Physical Activity in Children: A Device Agnostic Approach,Apple Watch Series 7 | Garmin Vivoactive 4 | Fitbit Sense,Include,Exclude,Include
40198589,The effect of software and hardware version on Apple Watch activity measurement: A secondary analysis of the COVFIT retrospective cohort study,Apple Watch,Include,Include,Include
40218020,Smartwatch-Derived VO2max Prediction Model for Korean Adults: Utilizing Heart Rate and GPS Data from the 12-Minute Cooper Test,Samsung Galaxy Watch 7,Include,Include,Include
40248215,"Physical Activity, Sleep, and Quality of Life in Pulmonary Arterial Hypertension: Novel Insights From Wearable Devices",Fitbit Charge 3 | Fitbit Charge 5 | Fitbit Versa,Include,Include,Include
40285124,Wearing WHOOP More Frequently Is Associated with Better Biometrics and Healthier Sleep and Activity Patterns,WHOOP Strap 4.0,Include,Include,Include
40286232,More variable circadian rhythms in epilepsy captured by long-term heart rate recordings from wearable sensors,Fitbit smartwatch,Include,Include,Include
40292814,Comparison of Students’ Physical Activity at Different Times and Establishment of a Regression Model for Smart Fitness Trackers,Huawei 50 m waterproof smart fitness tracker,Exclude,Exclude,Exclude
40292926,"Predicting Real-World Physical Activity in Multiple Sclerosis: An Integrated Approach Using Clinical, Sensor-Based, and Self-Reported Measures",Fitbit Versa 2 smartwatch,Include,Include,Include
40293784,Sex Differences in the Variability of Physical Activity Measurements Across Multiple Timescales Recorded by a Wearable Device: Observational Retrospective Cohort Study,Oura Ring (Gen 2),Include,Include,Include
40299482,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment,Apple Watch Ultra | Apple Watch Ultra 2,Include,Include,Include
40334280,Feasibility of Long-Term Physical Activity Measurement With a Wearable Activity Tracker in Patients With Axial Spondyloarthritis: 1-Year Longitudinal Observational Study,Garmin vívosmart 4,Include,Include,Include
40337275,"Perspectives of people with diabetes on AI-integrated wearable devices: perceived benefits, barriers, and opportunities for self-management",Apple Watch | Fitbit | Garmin Smartwatch with glucose monitor integration,Include,Include,Include
40352827,Health effects and mediating mechanisms of smart wearable devices on older people: evidence from China,,Exclude,Exclude,Exclude
40354640,"Identifying Optimal Wearable Devices for Monitoring Mobility in Hospitalized Older Adults: Feasibility, Acceptability, and Validity Study",Fitbit Versa 1,Include,Include,Include
40357424,Rise of wearable fitness devices (WFD): Effects of health technician and health consultant affordances on health‐promoting behavior in China,,Exclude,Exclude,Exclude
40362779,The Impact of Alcohol on Sleep Physiology: A Prospective Observational Study on Nocturnal Resting Heart Rate Using Smartwatch Technology,Withings Scanwatch,Include,Include,Include
40362813,Effects of Caffeine Intake on Self-Administered Sleeping Quality and Wearable Monitoring of Sleep in a Cohort of Young Healthy Adults,Withings ScanWatch,Include,Include,Include
40363202,A Wearable Internet of Things-Based Device for the Quantitative Assessment of Hand Tremors in Parkinson’s Disease: The ELENA Project,Apple Watch Series 9,Include,Include,Include
40393112,"Association between objectively measured, multidimensional sleep health and cognitive function in older adults: cross-sectional wearable tracker study",Oura Ring,Include,Include,Include
40409746,Unlocking the Potential of Wear Time of a Wearable Device to Enhance Postpartum Depression Screening and Detection: cross-sectional study,Fitbit,Include,Include,Include
40496758,Machine learning applied to wearable fitness tracker data and the risk of hospitalizations and cardiovascular events,Fitbit fitness trackers,Include,Include,Include
40498668,Smartphone Ecological Momentary Assessment and Wearable Activity Tracking in Pediatric Depression: Cohort Study,Fitbit Charge 3,Include,Include,Include
40499135,Consumer Wearable Usage to Collect Health Data Among Adults Living in Germany: Nationwide Observational Survey Study,,Exclude,Exclude,Exclude
40508829,User Experiences and Attitudes Toward Sharing Wearable Activity Tracker Data with Healthcare Providers: A cross-sectional study,Apple Watch | Fitbit | Garmin | Samsung (wearable activity tracker; specific model not stated),Include,Exclude,Include
40532748,Influence of personality on wearable activity trackers use among Chinese patients over 50 with type 2 diabetes mellitus: A technology acceptance model perspective☆,Lifesense Mambo HR,Exclude,Exclude,Exclude
40534180,"Sleep, Health Care–Seeking Behaviors, and Perceptions Associated With the Use of Sleep Wearables in Canada: Results From a Nationally Representative Survey",Fitbit | Apple Watch | Oura Ring,Include,Include,Include
40560992,Personalized machine learning models for noninvasive hypoglycemia detection in people with type 1 diabetes using a smartwatch: Insights into feature importance during waking and sleeping times,Apple Watch Series 8,Include,Include,Include
40570405,Physician Attitudes on the Use of Smartwatch Cardiovascular Data in Patient Care,Smartwatch (brand and model not specified),Exclude,Exclude,Exclude
40587790,Sleep duration and timing are associated with next-day physical activity: Insights from two large-scale wearable sensor studies,WHOOP strap version 3.0 | WHOOP strap version 4.0 | Fitbit (including Fitbit Charge 2),Include,Include,Include
40611864,Characteristics of Wearable Activity Tracker Users and Their Association with Health-Management Satisfaction Among Older Japanese Adults,,Exclude,Exclude,Exclude
40619433,GPS-based street-view greenspace exposure and wearable assessed physical activity in a prospective cohort of US women,Fitbit Charge HR | Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
40635238,Digital Activity Markers in Chronic Inflammatory Demyelinating Polyneuropathy,Withings ScanWatch,Include,Include,Include
40669055,Detection and Analysis of Circadian Biomarkers for Metabolic Syndrome Using Wearable Data: cross-sectional study,Fitbit Versa | Fitbit Inspire 2,Include,Include,Include
40684987,"Longitudinal trends in physical activity and sleep before, during, and after pregnancy using Fitbit and EHR data from the All of Us research program",Fitbit devices,Include,Include,Include
40696033,Research on the design of smartwatch health information visualization presentation under different motion scenarios,Apple Watch Series 10 | Apple Watch 10,Include,Include,Include
40700646,Inter- and Intrapersonal Associations Between Physiology and Mental Health: A Longitudinal Study Using Wearables and Mental Health Surveys,WHOOP strap version 3.0 | WHOOP strap version 4.0,Include,Include,Include
40706025,Predicting Social Frailty in Older Adults Using Fitbit-Derived Circadian and Heart Rate Biomarkers: cross-sectional study,Fitbit Inspire 2 | Fitbit Inspire 3,Include,Include,Include
40720732,Associations of sleep-associated variants with wearable-derived sleep stages in the All of Us research program,Fitbit,Include,Include,Include
40732445,Smart Watch Sensors for Tremor Assessment in Parkinson’s Disease—Algorithm Development and Measurement Properties Analysis,Apple Watch Series 3,Include,Include,Include
40734369,Minimal Clinically Important Difference of Average Daily Steps Measured Through a Consumer Smartwatch in People With Mild-to-Moderate Parkinson Disease: Cross‑Sectional Study,Garmin Vivosmart 4,Include,Include,Include
40785135,Trajectories of Physical Activity During a 6-Month Mobile App-Based Lifestyle Modification Intervention in Physically Inactive Adults With Cardiovascular Risk Factors,Fitbit Inspire,Include,Include,Include
40790065,Automatic detection of persistent physiological changes after COVID infection via wearable devices with potential for long COVID management,Garmin Fenix 6 | Garmin Vivoactive 4 | Oura Ring,Include,Include,Include
40790587,Immigration-specific stress and 24-hour movement behaviors among international nurses in Japan: a network and time-series network analysis using wearable device data,Fitbit Charge 5,Include,Include,Include
40797465,Impact of intermittent fasting on sleep physiology: A prospective observational study using smartwatch technology,Withings ScanWatch,Include,Include,Include
40809062,"Dialysis-imposed, weekly and seasonal patterns of physical activity: a multi-center prospective study in patients using a wearable activity tracker",Fitbit Charge 2,Include,Include,Include
40819881,"Evidence of differences in diurnal electrodermal, temperature and heart rate patterns by mental health status in free-living data",Fitbit Sense 2,Include,Include,Include
40821080,Impaired sleep efficiency predicts adverse prognosis in elderly pancreatic cancer patients: a retrospective case - control study based on wearable smart devices,WHOOP Strap 2.0,Include,Include,Include
40825226,"Determinants of Continuous Smartwatch Use and Data‐Sharing Preferences With Physicians, Public Health Authorities, and Private Companies: Cross-Sectional Survey of Smartwatch Users",,Exclude,Exclude,Exclude
40851489,"Evaluation of the Agreement Between Research-Grade Actigraphy Sleep, Consumer-Grade Smartwatches and Self-Reported Sleep Diaries in Masters Endurance Athletes",Garmin smartwatches,Include,Include,Include
40876228,Association between wearable sensor signals and expected hormonal changes in pregnancy,Apple Watch | Garmin wearable devices | Fitbit,Include,Include,Include
40902119,Smartphone Apps and Wearables for Health Parameters in Young Adulthood: cross-sectional study,"Apple Watch | Xiaomi wearable devices | Amazfit wearable devices | Garmin wearable devices | Samsung wearable devices | Fitbit devices | Huawei wearable devices | Redmi wearable devices | Garmin Connect (paired Garmin wearables) | Zepp Life–compatible wearables | Honor wearable devices | Polar wearable devices | Oura Ring | Realme wearable devices | Liu Jo wearable devices | Suunto wearable devices | Whoop strap | Xiaomi wearable devices (listed separately in mental health column) | Apple (unspecified wearable, likely Apple Watch)",Exclude,Include,Exclude
40942989,Limited Interchangeability of Smartwatches and Lace-Mounted IMUs for Running Gait Analysis,Apple Watch Series 7,Include,Include,Include
40962321,Predicting Engagement Patterns With Connected Wearable Devices in a Health System: Survival Analysis,Apple Watch | Fitbit | Withings devices | Google Fit–connected devices | iPhone | Kardia (AliveCor) | Omron devices | Oura Ring,Exclude,Exclude,Exclude
40971274,AI-Driven Sleep Staging Using Instantaneous Heart Rate and Accelerometry: Insights from an Apple Watch Study,Apple Watch Series 6,Include,Include,Include
40991940,"Relationship Between Activity Tracker Metrics and the Physical Activity Index and Their Association With Cardiometabolic Phenotypes, Subclinical Atherosclerosis, and Cardiac Remodeling: cross-sectional study",Fitbit Charge HR,Include,Include,Include
40996267,"Temporal Trajectories in Sleep, Temperature Trends, Cardiorespiratory, and Activity Metrics Measured via Oura Ring During Pregnancy: Large-Scale Observational Analysis",Oura Ring Gen3,Include,Include,Include
41006392,Long term monitoring shows phase lagged behaviorally driven locomotor autonomic coupling,Samsung Galaxy Watch Active2,Include,Include,Include
41007885,Continuous Activity Monitoring Using a Wearable Sensor in Dogs with Osteoarthritis: An Exploratory Case Series,Maven Pet AI System smart collar (collar-mounted motion sensor with triaxial accelerometer and gyroscope),Exclude,Exclude,Exclude
41018852,AI-Enhanced Smartwatch AHI Estimation and AI-Scored Polysomnography for Obstructive Sleep Apnea: Real-World Validation,Samsung Galaxy Watch 6 (SM-R930),Include,Include,Include
41022985,An infection prediction model developed from inpatient data can predict out-of-hospital COVID-19 infections from wearable data when controlled for dataset shift,Garmin watch | Oura ring,Include,Include,Include
41030892,Caffeine on the mind: EEG and cardiovascular signatures of cortical arousal revealed by wearable sensors and machine learning—a pilot study on a male group,Huawei Watch D,Include,Include,Include
41068528,Integrating Consumer-Grade Wearable Devices and Patient-Generated Health Data into Clinical Care: Perspectives from Healthcare Professionals at a Learning Health System,Fitbit | Oura Ring | Apple Watch | Garmin (Garmin Connect-compatible devices),Exclude,Include,Include
41084600,Integrating wearable mobile health technologies into chronic heart failure management: Insights from a mixed-methods study and persona development,Apple Watch Series 6,Include,Include,Include
41094927,Enhanced Detection and Segmentation of Sit Phases in Patients with Parkinson’s Disease Using a Single SmartWatch and Random Forest Algorithms,Apple Watch Series 5,Include,Include,Include
41095717,Assessing REM Sleep as a Biomarker for Depression Using Consumer Wearables,Apple Watch,Include,Include,Include
41134282,"Sex differences in bidirectional associations between dimensions of Fitbit-derived sleep and emotional health across 1 year in American Life in Realtime, a nationally representative sample of U.S. adults",Fitbit Inspire 2,Include,Include,Include
